CountryName,CountryCode,Date,PolicyType,PolicyValue,Flag,Notes
Canada,CAN,20201130,C1: School closing,2,0,"Effective 30 November, the Province of Alberta moved all grade 7-12 students to at-home learning. In-person classes will resume 11 January after an extended winter break.  See Province of Alberta website, archived:  https://web.archive.org/web/20201125213917/https://www.alberta.ca/k-to-12-school-re-entry-2020-21-school-year.aspx  "
Canada,CAN,20201130,E1: Income support,2,1,"On 30 November, the federal Minister of Finance announced “increasing the maximum rate of the Canada Emergency Wage Subsidy to 75 per cent for the period beginning December 20, 2020 and extending this rate until March 13, 2021” https://web.archive.org/web/20201130213318/https://www.canada.ca/en/department-finance/news/2020/11/government-of-canada-releases-supporting-canadians-and-fighting-covid-19-fall-economic-statement-2020.html"
Canada,CAN,20201130,E2: Debt/contract relief,1,,"On 30 November, the federal Minister of Finance announced “extending the current rates of the Canada Emergency Rent Subsidy and Lockdown Support until March 13, 2021” for businesses.  https://web.archive.org/web/20201130213318/https://www.canada.ca/en/department-finance/news/2020/11/government-of-canada-releases-supporting-canadians-and-fighting-covid-19-fall-economic-statement-2020.html"
Canada,CAN,20201201,H6: Facial Coverings,3,0,"Effective 1 December, the Yukon Territory made it mandatory for all persons over the age of two (with very limited exceptions) to wear a mask in all indoor public spaces.   https://web.archive.org/web/20201125070821/https://yukon.ca/en/news/november-24-2020-covid-19-update"
Canada,CAN,20201202,C1: School closing,2,0,"Effective 2 December, the Territory of Nunavut reopened elementary schools in some communities and reopened middle and secondary schools on some days with online learning on other days. In some communities, schools will on staggered schedules for elementary and secondary grades. The Arctic College in the capital city Iqaluit reopened for reduced numbers of students. Schools in Arviat remain closed. See Canadian Broadcasting Corporation website, archived:  https://web.archive.org/web/20201202192028/https://www.cbc.ca/news/canada/north/nunavut-government-gives-update-on-covid-19-response-1.5821820"
Canada,CAN,20201202,C2: Workplace closing,3,0,"Effective 2 December, the Territory of Nunavut allowed some businesses and workplaces in some communities to reopen with physical distancing. Arviat remains under lockdown rules. See Canadian Broadcasting Corporation website, archived:  https://web.archive.org/web/20201202192028/https://www.cbc.ca/news/canada/north/nunavut-government-gives-update-on-covid-19-response-1.5821820"
Canada,CAN,20201202,C3: Cancel public events,2,0,"Effective 2 December, the Territory of Nunavut allowed arenas in some regions to reopen with a limit of 50 spectators. Arenas in some communities remain closed. See Canadian Broadcasting Corporation website, archived:  https://web.archive.org/web/20201202192028/https://www.cbc.ca/news/canada/north/nunavut-government-gives-update-on-covid-19-response-1.5821820"
Canada,CAN,20201202,C4: Restrictions on gatherings,4,0,"Effective 2 December, the Territory of Nunavut relaxed the limit on indoor gatherings to the household plus 10 or 15 people (depending on the region). Outdoor gatherings can be up to 50 people.  Arviat remains under lockdown rules. See Canadian Broadcasting Corporation website, archived:  https://web.archive.org/web/20201202192028/https://www.cbc.ca/news/canada/north/nunavut-government-gives-update-on-covid-19-response-1.5821820"
Canada,CAN,20201202,C7: Restrictions on internal movement,2,0,"Effective 2 December, the Territory of Nunavut allowed travel to Rankin Inlet and Whale Cove, although non-essential travel is not recommended. Travel in and out of Arviat remains restricted. See Canadian Broadcasting Corporation website, archived:  https://web.archive.org/web/20201202192028/https://www.cbc.ca/news/canada/north/nunavut-government-gives-update-on-covid-19-response-1.5821820"
Canada,CAN,20201204,C2: Workplace closing,3,0,"On 4 December, the Province of Nova Scotia extended the order through at least 16 December in Hants County and the capital Halifax region restricting restaurants and bars to take-out and delivery service, limiting retail stores to 25% of capacity and closing fitness centres, casinos and museums. See Province of Nova Scotia websites, archived:    https://web.archive.org/web/20201204210757/https://novascotia.ca/news/release/?id=20201204004   https://web.archive.org/web/20201204205944/https://novascotia.ca/coronavirus/county-restrictions/halifax/  Interesting article in the 4 December issue of the Globe and Mail newspaper pointing out that the provinces of Ontario and Quebec are now relying on inspections of construction, warehouse and manufacturing sites in contrast to closure orders or other more restrictive measures from March to the summer re-opening. See Globe and Mail website, archived:  https://web.archive.org/web/20201204170232/https://www.theglobeandmail.com/canada/article-ontario-quebec-see-covid-19-outbreaks-at-workplaces-climb/"
Canada,CAN,20201204,C3: Cancel public events,2,0,"On 4 December, the Province of Nova Scotia extended the order through at least 16 December in Hants County and the capital Halifax region banning public events and festivals (sports, arts and culture). See Province of Nova Scotia websites, archived:  https://web.archive.org/web/20201204210757/https://novascotia.ca/news/release/?id=20201204004   https://web.archive.org/web/20201204205944/https://novascotia.ca/coronavirus/county-restrictions/halifax/"
Canada,CAN,20201204,C4: Restrictions on gatherings,4,0,"On 4 December, the Province of Nova Scotia extended through at least 16 December in Hants County and the capital Halifax region the order limiting indoor and outdoor gatherings to the larger of 5 persons or the number of persons in a household. See Province of Nova Scotia websites, archived:  https://web.archive.org/web/20201204210757/https://novascotia.ca/news/release/?id=20201204004   https://web.archive.org/web/20201204205944/https://novascotia.ca/coronavirus/county-restrictions/halifax/"
Canada,CAN,20201204,H2: Testing policy,2,,"On 4 December, the Province of Nova Scotia announced easier access to testing to asymptomatic persons and recommended testing for those aged 16 to 35 and all those who have attended social gatherings without proper distancing in the past 14 days. See Province of Nova Scotia websites, archived:  https://web.archive.org/web/20201204210757/https://novascotia.ca/news/release/?id=20201204004"
Canada,CAN,20201204,H6: Facial Coverings,3,0,"On 4 December, Nova Scotia’s Chief Medical Officer of Health repeated his recommendation that all residents “wear a mask in indoor public places”. See Province of Nova Scotia websites, archived:  https://web.archive.org/web/20201204210757/https://novascotia.ca/news/release/?id=20201204004 "
Canada,CAN,20201207,C2: Workplace closing,3,0,"Although not as restrictive as in some Canadian jurisdictions, effective 7 December, the province of Prince Edward Island (PEI) closed all recreational and fitness facilities, casinos, bingo halls and other gaming establishments as well as museums and libraries; restricted restaurants and bars to take-out and delivery; and imposed a 50% capacity limit on retail stores. See government of PEI website, archived  https://web.archive.org/web/20201207125737/https://www.princeedwardisland.ca/en/information/health-and-wellness/pei-covid-19-circuit-breaker-december-2020"
Canada,CAN,20201207,C3: Cancel public events,2,0,"Effective 7 December, the province of Prince Edward Island (PEI) banned organized sport and restricted religious, funeral and wedding services to 10 persons plus presiding officials. See government of PEI website, archived:      https://web.archive.org/web/20201207125737/https://www.princeedwardisland.ca/en/information/health-and-wellness/pei-covid-19-circuit-breaker-december-2020    Public events are able to go ahead under sanitation and distancing restrictions in other provinces, hence the 2T not 2G code"
Canada,CAN,20201207,C4: Restrictions on gatherings,4,0,"Effective 7 December, the province of Prince Edward Island (PEI) restricted indoor and outdoor gatherings to 10 persons. See government of PEI website, archived:  https://web.archive.org/web/20201207125737/https://www.princeedwardisland.ca/en/information/health-and-wellness/pei-covid-19-circuit-breaker-december-2020"
Canada,CAN,20201207,C6: Stay at home requirements,1,1,"Although not as prescriptive as some Canadian jurisdictions, effective 7 December, the province of Prince Edward Island (PEI) asked residents to work and shop from home whenever possible. See government of PEI website, archived:  https://web.archive.org/web/20201207125737/https://www.princeedwardisland.ca/en/information/health-and-wellness/pei-covid-19-circuit-breaker-december-2020"
Canada,CAN,20201208,C4: Restrictions on gatherings,4,0,"Effective 8 December, the Province of Alberta prohibited all indoor and outdoor social gatherings and limited close contacts to within each household except for persons living alone restricted to 2 in-person visitors who must always be the same 2. See Government of Alberta website, archived:  https://web.archive.org/web/20201211114009/https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD"
Canada,CAN,20201208,H6: Facial Coverings,3,0,"Effective 8 December, the Province of Alberta extended the mask requirement in indoor public spaces to the entire province. See Government of Alberta website, archived:  https://web.archive.org/web/20201211114009/https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD"
Canada,CAN,20201209,H7: Vaccination policy,0,,"On 9 December, Health Canada approved Pfizer-BioNTech vaccine “for use in people 16 years of age or older”. “Canada will receive up to 249,000 doses” later this month. The federal government is arranging distribution to provincial governments with the first group of high-priority recipients expected to receive vaccinations before year end. See Government of Canada websites, archived:  https://web.archive.org/web/20201210205358/https://www.canada.ca/en/health-canada/news/2020/12/health-canada-authorizes-first-covid-19-vaccine0.html  https://web.archive.org/web/20201210210347/https://www.canada.ca/en/public-services-procurement/news/2020/12/canada-to-receive-early-delivery-of-pfizer-biontech-covid-19-vaccine.html"
Canada,CAN,20201210,H7: Vaccination policy,0,,"On 10 December, Prime Minister Trudeau repeated the Government of Canada’s commitment that the covid-19 “vaccine would be completely free for all Canadians”. See Global News website, archived:  https://web.archive.org/web/20201216164929/https://globalnews.ca/news/7514966/coronavirus-canada-vaccine-rollout-trudeau/"
Canada,CAN,20201213,C2: Workplace closing,3,0,"Effective Dec. 13, working from home is mandatory in the Province of Alberta when physical presence is not required. Restaurants and bars are restricted to take-out service. Retail outlets are restricted to the lesser of 15% of firecode capacity or 5 customers. All entertainment businesses and entities as well as personal and wellness services must close. See Government of Alberta website, archived:  https://web.archive.org/web/20201211114009/https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD"
Canada,CAN,20201214,C1: School closing,2,0,"Effective 14 December, publicly-funded elementary and secondary schools in the Province of Saskatchewan switched to online learning until at least 11 January. See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201214232830/https://www.theglobeandmail.com/canada/article-public-schools-in-regina-switch-to-remote-learning-as-covid-19-cases/"
Canada,CAN,20201214,C2: Workplace closing,3,0,"Effective 14 December, the Province of Ontario issued the following orders for the Windsor-Essex region (neighbouring Detroit, Michigan) and York region (suburban Toronto): retail stores must close for indoor shopping except those that sell groceries, drugs or hardware, which must respect a 50-per-cent capacity limit; restaurants restricted to takeout or delivery; gyms and hair salons must close. This order brings these regions in line with Toronto and the suburban Peel region. The York region member of the provincial Parliament expressed her disagreement with how the order applies to the retail sector. See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201219193748/https://www.theglobeandmail.com/canada/article-ontario-moves-two-more-regions-into-lockdown-in-bid-to-contain-covid/"
Canada,CAN,20201214,H7: Vaccination policy,0,,"On 14 December, Ontario began vaccinating health care workers in Toronto and Quebec vaccinated workers and residents at long-term care facilities in Montreal and Quebec City. Other provinces are expected to start targeted vaccinations of high-risk groups later this week. See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201216165500/https://www.theglobeandmail.com/canada/article-canada-administers-its-first-covid-19-vaccine-shots/  https://web.archive.org/web/20201214190242/https://www.theglobeandmail.com/canada/article-ontario-personal-support-worker-first-person-in-canada-to-receive-dose/"
Canada,CAN,20201215,H7: Vaccination policy,2,1,"A:    On 15 December, British Columbia, Alberta, and Saskatchewan began vaccinating front-line health care workers.  See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201219203531/https://www.theglobeandmail.com/canada/british-columbia/article-western-canada-long-complex-job-of-covid-19-vaccinations-begins/"
Canada,CAN,20201216,H7: Vaccination policy,2,1,"A:    On 16 December, Nova Scotia, Newfoundland and Labrador, Prince Edward Island, and Manitoba began vaccinating front-line health care workers.  See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201219202229/https://www.theglobeandmail.com/canada/article-manitoba-three-atlantic-provinces-to-begin-covid-19-vaccinations-today/"
Canada,CAN,20201217,C4: Restrictions on gatherings,4,0,"Effective 17 December, the Province of Saskatchewan restricted outdoor gatherings to 10 people and indoor gatherings to immediate household members. See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201219200259/https://www.theglobeandmail.com/canada/article-saskatchewan-bans-household-visits-will-limit-retail-capacity-starting/?+First+Canadians+vaccinated+against+COVID-19+=&cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201217,E1: Income support,2,1,"On 17 December, Statistics Canada released data showing that a record high 1.2 million Canadians received Employment Insurance (EI) benefits for unemployment in October. Together with self-employed Canada Recovery Benefit (CRB) recipients and other CRB recipients not eligible for EI, over 2 million Canadians (or over 10% of the pre-pandemic labour force) were receiving a job-related income support benefit from the federal government in October.   See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201221195204/https://www.theglobeandmail.com/business/article-canadians-on-ei-surges-to-record-in-october-after-cerb-transfer/?cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201219,C2: Workplace closing,3,0,"Although not as restrictive as in some provinces, effective 19 December, the Province of Saskatchewan ordered casinos and other gaming houses to close and restricted personal care service establishments such as hair salons to 50 per cent capacity. See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201219200259/https://www.theglobeandmail.com/canada/article-saskatchewan-bans-household-visits-will-limit-retail-capacity-starting/?+First+Canadians+vaccinated+against+COVID-19+=&cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201219,H7: Vaccination policy,2,1,"On 19 December, the Canadian Press news service reported that the Province of New Brunswick began vaccinations starting with front-line health care workers and long-term care residents. See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201221203858/https://www.theglobeandmail.com/canada/article-coronavirus-updates-dec-19-vaccinations-now-underway-in-all-provinces/?cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201220,E1: Income support,2,1,"Effective 20 December, the federal Minister of Finance “announced that the government has concluded the necessary regulatory changes to raise the maximum (Canada Emergency) Wage Subsidy rate to 75 per cent” until 13 March 2021. See Government of Canada website, archived:  https://web.archive.org/web/20201221151917/https://www.canada.ca/en/department-finance/news/2020/12/government-announces-wage-subsidy-rate-increase-to-75-per-cent.html"
Canada,CAN,20201221,C2: Workplace closing,3,0,"Effective 21 December, the Province of Ontario issued the following orders for the Hamilton region (west of Toronto): retail stores must close for indoor shopping except those that sell groceries, drugs or hardware, which must respect a 50-per-cent capacity limit; restaurants restricted to takeout or delivery; gyms and hair salons must close. This order brings Hamilton in line with the City of Toronto and suburban regions as well as Windsor-Essex (neighbouring Detroit). See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20201221203858/https://www.theglobeandmail.com/canada/article-coronavirus-updates-dec-19-vaccinations-now-underway-in-all-provinces/?cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201222,C2: Workplace closing,3,0,"On 22 December, the Globe and Mail newspaper reported on lockdown resistance protests in different regions of Canada. See article in Globe and Mail newspaper website, archived:  https://web.archive.org/web/20210102131027/https://www.theglobeandmail.com/canada/alberta/article-five-charged-in-calgary-as-police-take-more-aggressive-approach-to/?cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201223,H7: Vaccination policy,2,1,"On 23 December, Health Canada authorized use of the Moderna vaccine to immunize against covid-19. Delivery and distribution expected before year-end. See Government of Canada website, archived:  https://web.archive.org/web/20210102132802/https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2020/74621a-eng.php  "
Canada,CAN,20201223,H8: Protection of elderly people,3,0,"On 23 December, the Globe and Mail newspaper reported on covid-19 outbreaks in retirement homes (where residents are better able to care for themselves than residents of long-term care homes) with problems attributed to less stringent rules governing retirement homes. See article in Globe and Mail newspaper website, archived:  https://web.archive.org/web/20210102134423/https://www.theglobeandmail.com/canada/article-alarm-raised-over-coronavirus-surge-in-retirement-homes/?cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201228,H7: Vaccination policy,2,1,"On 28 December, Andre Picard, health reporter at the Globe and Mail newspaper, commented on what he viewed as slow progress delivering vaccinations in Canada. See article in Globe and Mail newspaper website, archived:  https://web.archive.org/web/20210102220132/https://www.theglobeandmail.com/canada/article-covid-19-didnt-take-a-holiday-and-the-vaccine-rollout-should-not-have/?cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201229,E2: Debt/contract relief,1,,"On 29 December, the Globe and Mail newspaper reported on slow implementation of the federal government’s new Highly Affected Sectors Credit Availability Program to help businesses in tourism, hospitality, air travel and entertainment with fully government-guaranteed financing. See article in Globe and Mail newspaper website, archived:  https://web.archive.org/web/20210102225155/https://www.theglobeandmail.com/politics/article-struggling-sectors-still-waiting-for-promised-relief-from-federal/?cu_id=A6KwM2NPqY9Tjy01oPJvjyThBi3rn%2FLU"
Canada,CAN,20201229,H7: Vaccination policy,2,1,"On 29 December, Canadian Press news service reported on plans in several provinces to accelerate vaccinations. See article in Globe and Mail newspaper website, archived:  https://web.archive.org/web/20210102222357/https://www.theglobeandmail.com/canada/article-ontario-reports-nearly-4500-new-covid-19-cases-over-two-days/"
Canada,CAN,20201230,H7: Vaccination policy,2,1,"A, C:    On 30 December, vaccinations began in remote indigenous communities in British Columbia (BC). Members of three groups -- long-term care residents, frontline workers, remote indigenous community residents -- have now been vaccinated somewhere in Canada. Vaccinations are expected to start soon in indigenous communities in other provinces. However, to my knowledge, there is no province that has vaccinated members of more than 2 groups at this time. See article in Globe and Mail newspaper website and Province of BC website, archived:  https://web.archive.org/web/20210103010814/https://www.theglobeandmail.com/canada/article-vaccine-rollout-picks-up-speed-in-first-nations-across-canada/  https://web.archive.org/web/20210104162416/http://www.bccdc.ca/health-info/diseases-conditions/covid-19/covid-19-vaccine/bcs-plan-for-vaccine-distribution"
Canada,CAN,20210104,H3: Contact tracing,1,,"On 4 January, Quebec Minister of Health Christian Dubé tweeted “To bring down cases, we need your co-operation for the tracing done by public health” indicating that contact tracing may not be as timely and comprehensive in practice as earlier in the crisis. See Global news website, archived:  https://web.archive.org/web/20210107191838/https://globalnews.ca/news/7553481/quebec-coronavirus-covid-19-jan-4-2021/"
Canada,CAN,20210104,H7: Vaccination policy,2,1,"As of 4 January 2021, 11:18AM EST, according to the Canadian Television (CTV) News covid-19 vaccine tracker, 121,295 Canadians or 0.3% of the national population have received vaccinations. See CTV News website, archived:  https://web.archive.org/web/20210104165037/https://www.ctvnews.ca/health/coronavirus/covid-19-vaccine-tracker-how-many-people-in-canada-have-received-shots-1.5247509"
Canada,CAN,20210105,C4: Restrictions on gatherings,4,0,"On 5 January, Leger, a well-known Canadian public opinion research and polling firm, released a survey showing that 48% of respondents in a sample designed to be representative of Canada’s population ignored public health advice to stay home over the holidays and participated in at least one gathering with participants from outside the household. See Leger website, archived:  https://web.archive.org/web/20210106200207/https://leger360.com/surveys/legers-north-american-tracker-january-5-2021/"
Canada,CAN,20210105,H3: Contact tracing,1,,"On 5 January, Alberta Health reported employing 1,250 contact tracers at the end of 2020, short of their announced target of 1,600. Local CTV news reporters speculate that the shortfall in hiring of tracers has contributed to the fact that “59% of the province’s COVID-19 cases come from unknown origins”. See CTV news website, archived:  https://web.archive.org/web/20210107192656/https://calgary.ctvnews.ca/yardsticks-always-being-moved-alberta-fails-to-meet-its-2020-target-for-contact-tracers-1.5255966"
Canada,CAN,20210106,C5: Close public transport,1,0,"Effective 6 January, the Office of Premier Blaine Higgs announced that “the entire province of New Brunswick will move to the Orange level... Public Health recommended the move due to the doubling of cases in less than six days … as well as reports of situations where some individuals were not complying with public health measures.” To comply with orange alert rules requiring 1m distancing on public transit, city transit services reduced bus seating capacity to 50% or 15-20 passengers on each bus.     See New Brunswick government websites, archived:  https://web.archive.org/web/20210110192430/https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0007.html  https://web.archive.org/web/20210110200130/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/recovery.html  https://web.archive.org/web/20210110200130/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/recovery.html  https://web.archive.org/web/20210110205043/https://www.saintjohn.ca/news-and-service-updates/saint-john-transit-seating-capacity-reduced-by-covid-19-orange-phase  https://web.archive.org/web/20210110203956/https://www.fredericton.ca/en/transit"
Canada,CAN,20210108,H3: Contact tracing,1,,"In the 8 January Globe and Mail print edition, western Canadian affairs columnist Gary Mason concludes that “in the worst-hit provinces in this country, such as Quebec, Ontario and Alberta, contact tracers have been overwhelmed by the sheer number of cases”. Mason’s conclusion is impressionistic without much in the way of data, but is consistent with other recent reports about contact tracing backlogs. See article on Globe and Mail newspaper website, archived:  https://web.archive.org/web/20210108135121/https://www.theglobeandmail.com/opinion/article-canadas-overwhelmed-contact-tracing-efforts-have-been-a-gross-failure/"
Canada,CAN,20210108,H7: Vaccination policy,2,1,"A, C:    As of 8 January 10:30AM EST, according to the CTV News covid-19 vaccine tracker, 231,807 Canadians have received a covid-19 vaccination or 0.6% of the national population. See CTV News website, archived:  https://web.archive.org/web/20210106182429/https://www.ctvnews.ca/health/coronavirus/coronavirus-vaccine-tracker-how-many-people-in-canada-have-received-shots-1.5247509"
Canada,CAN,20210109,C6: Stay at home requirements,2,0,"Effective 9 January, the government of Quebec imposed a province-wide curfew in place between 8pm and 5am. Being out during those hours is prohibited without a specifically exempted reason -- e.g., travelling to and from essential work, owners walking a dog within a 1 km radius of home. Curfew rules will be in place until 8 Feburary at least. See government of Quebec website, archived:   https://web.archive.org/web/20210112081748/https://www.quebec.ca/premier-ministre/actualites/detail/le-premier-ministre-francois-legault-annonce-de-nouvelles-mesures-sanitaires-pour-controler-la-deuxi/"
Canada,CAN,20210111,C1: School closing,3,0,"Effective 11 January, the first day of winter term class at most province of Ontario universities and colleges, post-secondary institutions move all classes online (with limited exceptions for small medical school applied sessions, etc.) in anticipation of the the provincial government’s signalled-well-in-advance decision to raise Ontario’s covid-19 alert status to the emergency level effective 14 January. Elementary and secondary schools had moved online when classes resumed on 4 January. With all education levels now online in Ontario, Canada’s most populous province, national code for Canada moved to 3T. See government of Ontario website archived:  https://web.archive.org/web/20210114204552/https://www.ontario.ca/page/covid-19-provincewide-shutdown  ***Note edited to reflect that the closing of this univeristy is at the discretion of the university rather than due to government policy. Therefore, it is not reflected in the coding; however, useful to understand the context for Canadian school closures. https://web.archive.org/web/20210109022315/https://www.uwo.ca/coronavirus/presidents-updates/"
Canada,CAN,20210111,H7: Vaccination policy,2,1,"A, C:    As of 11 January 10:21AM EST, according to an unofficial vaccine tracker website, 328,797 Canadians have received a covid-19 vaccination or just under 0.9% of the national population. (Another unofficial vaccine tracker website shows a slightly smaller national count. It is possible that vaccine tracker websites are not reporting up-to-date information in all provinces.) See covid19tracker.ca and CTV News websites, archived:  https://web.archive.org/web/20210111152357/https://covid19tracker.ca/vaccinationtracker.html  https://web.archive.org/web/20210111145425/https://www.ctvnews.ca/health/coronavirus/coronavirus-vaccine-tracker-how-many-people-in-canada-have-received-shots-1.5247509"
Canada,CAN,20210114,E2: Debt/contract relief,1,,"Limited evidence of household level debt and contract relief.    For instance, Ontario has temporarily banned evictions during lockdown:   https://web.archive.org/web/20210130120222/https://globalnews.ca/news/7575951/ontario-pauses-enforcement-residential-evictions-coronavirus/    Mortgage deferrals information from national government:   http://web.archive.org/web/20201216153510/https://www.cmhc-schl.gc.ca/en/finance-and-investing/mortgage-loan-insurance/the-resource/covid19-understanding-mortgage-payment-deferral    ***recoded as past coding, while still at a 1, used measures for businesses not households/individuals as evidence "
Canada,CAN,20210114,H7: Vaccination policy,2,1,"On 14 January 2021, the Government of Quebec announced that, if vaccine supply is insufficient, the second vaccination dose will be delayed for up to 90 days in order to maximize first doses to members of high-risk groups. The Government of Canada’s Deputy Chief Public Health Officer “noted … that there is no data to support extending the interval past 42 days. However, he … suggested the ethical issues raised by a surge in cases and a resulting spike in hospitalizations and deaths could present an exceptional enough circumstance to justify it.”  https://web.archive.org/web/20210115140139/https://www.theglobeandmail.com/canada/article-quebec-further-delaying-second-dose-of-covid-19-vaccines/"
Canada,CAN,20210115,H7: Vaccination policy,2,1,"As of 15 January 10:21AM EST, according to an unofficial vaccine tracker website, “more than 450,242 Canadians (almost 1.2% of the national population) have received at least one dose of an approved COVID-19 vaccine. At least 24,939 Canadians (0.07%) are fully vaccinated, having received both required doses.” See covid19tracker.ca, archived:  https://web.archive.org/web/20210115153920/https://covid19tracker.ca/vaccinationtracker.html"
Canada,CAN,20210118,H7: Vaccination policy,2,1,"As of 18 January 11:06AM CST, according to an unofficial vaccine tracker website, “more than 557,237 Canadians [almost 1.5% of the national population] have received at least one dose of an approved COVID-19 vaccine. At least 31,199 [0.08%] Canadians are fully vaccinated, having received both required doses.” See covid19tracker.ca, archived:  https://web.archive.org/web/20210118183916/https://covid19tracker.ca/vaccinationtracker.html"
Canada,CAN,20210119,C5: Close public transport,1,0,"New Brunswick reduces bus capacity 9 passangers per bus.  https://web.archive.org/web/20210129204857/https://twitter.com/ThinkTransitSJ/status/1351617181642072065"
Canada,CAN,20210119,H7: Vaccination policy,2,1,"A.C: On 19 January 2021, the Globe and Mail newspaper updated its “EXPLAINER: The federal and provincial rollout plans so far” which contains a clear explanation illustrated with charts on how the federal and provincial governments are working together and sharing responsibility to vaccinate Canadians. See Globe and Mail newspaper website, archived:  https://web.archive.org/web/20210126030320/https://www.theglobeandmail.com/canada/article-covid-19-vaccine-rollout-in-canada-by-province-explainer/"
Canada,CAN,20210120,H7: Vaccination policy,3,1,"On 20 January 2021, Indigenous Services Canada announced: “The rollout of the vaccines to many First Nations, Inuit, and Métis communities has started. Vaccine administration continues within communities, thanks to the commitment of Indigenous leadership and health experts, and federal, provincial, Indigenous collaboration, including on logistics and data sharing. To date vaccination has begun in 169 communities for First Nations or Inuit in all provinces and territories except Nova Scotia and PEI.” Covid vaccinations (Pfizer and Moderna) in Canada are being administered to 3 groups -- A. key workers (front-line health sector), B. clinically vulnerable groups (remote indigenous communities and federal prisoners at risk due to age or other health problems), C. elderly groups (residents of long-term care facilities and retirement homes). See Government of Canada and Globe and Mail newspaper websites, archived:  https://web.archive.org/web/20210126020941/https://www.canada.ca/en/indigenous-services-canada/news/2021/01/government-of-canada-covid-19-update-for-indigenous-peoples-and-communities1.html  https://web.archive.org/web/20210126024649/https://www.theglobeandmail.com/politics/article-older-at-risk-federal-inmates-to-receive-shot-sparking-criticism-from/"
Canada,CAN,20210123,H6: Facial Coverings,3,0,"On 23 January 2021, the Chief Public Health Officer of Canada  repeated advice about “wearing a face mask as appropriate (including in shared indoor spaces with people from outside your immediate household)”. Most provinces have imposed such a requirement. See Government of Canada website, archived:  https://web.archive.org/web/20210125231259/https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/digital-resources.html"
Canada,CAN,20210125,C1: School closing,3,0,"On 25 January 2021, elementary and secondary students in some regions of the province of Ontario returned to school. However, schools in the Cities of Toronto and Hamilton as well as the regions of Windsor-Essex (bordering Detroit), Peel and York (suburban Toronto) continue to conduct classes online until at least 10 February 2021. Universities and colleges in Ontario’s urban areas are also holding online classes. See Government of Ontario and cp24 tv news websites,  https://web.archive.org/web/20210122104517if_/https://news.ontario.ca/en/statement/60033/over-100000-ontario-students-return-to-class-beginning-next-week   https://web.archive.org/web/20210125204416/https://www.cp24.com/news/students-return-to-in-class-instruction-in-seven-regions-of-province-today-1.5280563"
Canada,CAN,20210125,C2: Workplace closing,3,0,"On 25 January 2021, the government of Quebec published an updated list of businesses required to close and essential businesses allowed to operate under restricted rules. Quebec may have the most restrictive provincial policy in place now. Ontario has also closed and/or restricted business operations. Ontario and Quebec are the two most populous provinces See Government of Quebec website, archived:  https://web.archive.org/web/20210125205800/https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/list-commercial-enterprises/"
